127.0.0.1 - - [10/Jun/2026:13:14:41 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:14:42 +0530] "GET /ORSProject04/ HTTP/1.1" 200 5012
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:14:42 +0530] "GET /ORSProject04/css/app.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:14:42 +0530] "GET /ORSProject04/js/datepicker.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:14:42 +0530] "GET /ORSProject04/img/customLogo.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:14:56 +0530] "GET /ORSProject04/LoginCtl HTTP/1.1" 200 7253
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:14:58 +0530] "POST /ORSProject04/LoginCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:15:37 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:15:38 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:06 +0530] "GET /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 21355
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:10 +0530] "GET /ORSProject04/ctl/UserCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:10 +0530] "GET /ORSProject04/LoginCtl?error=OOPS!!%20your%20session%20has%20been%20expired,%20please%20relogin HTTP/1.1" 200 7459
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:11 +0530] "POST /ORSProject04/LoginCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:13 +0530] "GET /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 21355
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:14 +0530] "GET /ORSProject04/ctl/UserCtl HTTP/1.1" 200 19629
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:14 +0530] "GET /ORSProject04/img/cal.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:36 +0530] "POST /ORSProject04/ctl/UserCtl HTTP/1.1" 200 19978
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:43 +0530] "POST /ORSProject04/ctl/UserCtl HTTP/1.1" 200 20197
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:52 +0530] "GET /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 21811
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:22:54 +0530] "GET /ORSProject04/ctl/UserCtl?id=8 HTTP/1.1" 200 19940
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:10 +0530] "POST /ORSProject04/ctl/UserCtl HTTP/1.1" 200 20206
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:12 +0530] "GET /ORSProject04/ctl/UserListCtl?id=0 HTTP/1.1" 200 21818
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:15 +0530] "GET /ORSProject04/ctl/UserCtl?id=8 HTTP/1.1" 200 19947
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:18 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:20 +0530] "GET /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 21818
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:25 +0530] "GET /ORSProject04/ctl/UserCtl?id=6 HTTP/1.1" 200 19940
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:33 +0530] "GET /ORSProject04/ctl/UserListCtl?id=0 HTTP/1.1" 200 21818
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:36 +0530] "POST /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 22133
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:42 +0530] "POST /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 21818
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:51 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:53 +0530] "GET /ORSProject04/ctl/MarksheetMeritListCtl HTTP/1.1" 200 23049
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:23:55 +0530] "GET /ORSProject04/ctl/MarksheetListCtl HTTP/1.1" 200 24000
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:03 +0530] "GET /ORSProject04/ctl/MarksheetCtl HTTP/1.1" 200 18517
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:05 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:08 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:10 +0530] "GET /ORSProject04/WelcomeCtl?lang=hi HTTP/1.1" 200 21061
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:12 +0530] "GET /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 21818
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:14 +0530] "GET /ORSProject04/ctl/UserListCtl?lang=en HTTP/1.1" 200 21818
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:26 +0530] "GET /ORSProject04/ctl/UserCtl?id=1 HTTP/1.1" 200 19949
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:32 +0530] "GET /ORSProject04/LoginCtl?operation=logout HTTP/1.1" 200 7432
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:45 +0530] "GET /ORSProject04/LoginCtl?operation=logout HTTP/1.1" 200 7432
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:24:45 +0530] "GET /ORSProject04/img/favicon.ico HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:25:01 +0530] "POST /ORSProject04/LoginCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:25:22 +0530] "GET /ORSProject04/ctl/MyProfileCtl HTTP/1.1" 200 19055
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:25:28 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:08 +0530] "GET /ORSProject04/ctl/UserListCtl HTTP/1.1" 200 21816
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:17 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:18 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:19 +0530] "GET /ORSProject04/ctl/RoleListCtl HTTP/1.1" 200 19797
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:21 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:23 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:44 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:44 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:50 +0530] "GET /ORSProject04/ctl/StudentReportCtl HTTP/1.1" 200 5882
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:27:50 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:35:01 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:43:15 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:43:21 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:43:22 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:43:48 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:44:04 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:44:10 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
0:0:0:0:0:0:0:1 - - [10/Jun/2026:13:44:11 +0530] "GET /ORSProject04/WelcomeCtl HTTP/1.1" 200 21058
